1118
 226.505703 -264.818785 0.000000 12.399320  1 0 0 0 1 0 0 0 1  1
 241.987717 -291.218641 0.000000 18.865119  1 0 0 0 1 0 0 0 1  1
 208.099266 -290.746303 0.000000 10.286742  1 0 0 0 1 0 0 0 1  1
 228.511753 -317.378603 0.000000 14.899014  1 0 0 0 1 0 0 0 1  1
 -75.302270 -334.791329 0.000000 11.679271  1 0 0 0 1 0 0 0 1  1
 -71.376333 -363.016373 0.000000 19.786806  1 0 0 0 1 0 0 0 1  1
 -101.784503 -348.515742 0.000000 17.126945  1 0 0 0 1 0 0 0 1  1
 -95.897574 -378.205931 0.000000 15.004716  1 0 0 0 1 0 0 0 1  1
 -265.761342 262.003676 -0.000000 14.710884  1 0 0 0 1 0 0 0 1  1
 -257.605693 295.934635 -0.000000 10.596189  1 0 0 0 1 0 0 0 1  1
 -238.899580 278.892397 -0.000000 16.819719  1 0 0 0 1 0 0 0 1  1
 36.117871 248.150759 0.000000 10.424311  1 0 0 0 1 0 0 0 1  1
 22.419558 277.601160 0.000000 10.714455  1 0 0 0 1 0 0 0 1  1
 50.545080 268.693894 0.000000 15.216498  1 0 0 0 1 0 0 0 1  1
 3.531785 253.927554 0.000000 10.967300  1 0 0 0 1 0 0 0 1  1
 -328.791695 142.033046 -0.000000 18.181486  1 0 0 0 1 0 0 0 1  1
 -320.578726 173.778275 -0.000000 18.175471  1 0 0 0 1 0 0 0 1  1
 -296.954292 153.695050 -0.000000 17.224396  1 0 0 0 1 0 0 0 1  1
 -351.382292 170.670444 -0.000000 11.498654  1 0 0 0 1 0 0 0 1  1
 -97.127985 -231.933798 0.000000 16.596053  1 0 0 0 1 0 0 0 1  1
 -77.212781 -242.494687 0.000000 15.185949  1 0 0 0 1 0 0 0 1  1
 -101.628705 -257.052987 0.000000 19.729746  1 0 0 0 1 0 0 0 1  1
 -241.648565 -396.786189 0.000000 16.489915  1 0 0 0 1 0 0 0 1  1
 -268.426162 -369.784465 0.000000 18.003306  1 0 0 0 1 0 0 0 1  1
 396.615491 -241.643388 0.000000 14.537977  1 0 0 0 1 0 0 0 1  1
 369.671614 -268.433446 0.000000 14.323915  1 0 0 0 1 0 0 0 1  1
 239.683677 398.787341 0.000000 18.253138  1 0 0 0 1 0 0 0 1  1
 264.862688 371.752566 0.000000 10.834698  1 0 0 0 1 0 0 0 1  1
 -394.800688 241.170516 -0.000000 11.331710  1 0 0 0 1 0 0 0 1  1
 -375.450320 272.527519 -0.000000 11.733886  1 0 0 0 1 0 0 0 1  1
 -464.112379 -15.629475 0.000000 13.909378  1 0 0 0 1 0 0 0 1  1
 -469.317226 -42.455129 0.000000 18.313797  1 0 0 0 1 0 0 0 1  1
 17.214377 -458.968847 0.000000 18.033644  1 0 0 0 1 0 0 0 1  1
 42.952799 -464.763498 0.000000 10.604712  1 0 0 0 1 0 0 0 1  1
 456.537619 20.427220 0.000000 13.992578  1 0 0 0 1 0 0 0 1  1
 469.060928 43.232620 0.000000 15.268758  1 0 0 0 1 0 0 0 1  1
 -13.727579 457.323559 -0.000000 14.167995  1 0 0 0 1 0 0 0 1  1
 -43.366599 464.566050 -0.000000 16.568599  1 0 0 0 1 0 0 0 1  1
 69.747470 449.045772 0.000000 16.279734  1 0 0 0 1 0 0 0 1  1
 -461.969038 41.174002 -0.000000 12.919841  1 0 0 0 1 0 0 0 1  1
